,age,fund,salary,salary_scale,contribution
0,250000.0,42.5,110000.0,0.03,0.05500000000000001
1,375000.0,33.75,155000.0,0.02,0.0775
2,125000.0,51.25,65000.0,0.04,0.0325
3,187500.0,38.125,132500.0,0.015,0.08875000000000001
4,437500.0,55.625,42500.0,0.035,0.043750000000000004
5,312500.0,29.375,87500.0,0.025,0.02125
6,62500.0,46.875,177500.0,0.045000000000000005,0.06625
7,93750.0,35.9375,76250.0,0.0375,0.060625000000000005
8,343750.0,53.4375,166250.0,0.0175,0.015625
9,468750.0,27.1875,121250.0,0.0475,0.038125000000000006
10,218750.0,44.6875,31250.0,0.027500000000000004,0.083125
11,156250.0,31.5625,188750.0,0.0325,0.04937500000000001
12,406250.0,49.0625,98750.0,0.0125,0.094375
13,281250.0,40.3125,53750.0,0.0425,0.07187500000000001
14,31250.0,57.8125,143750.0,0.0225,0.026875000000000003
15,46875.0,41.40625,171875.0,0.026250000000000002,0.035312500000000004
16,296875.0,58.90625,81875.0,0.04625,0.08031250000000001
17,421875.0,32.65625,36875.0,0.01625,0.05781250000000001
18,171875.0,50.15625,126875.0,0.03625,0.012812500000000001
19,234375.0,28.28125,104375.0,0.021249999999999998,0.0690625
20,484375.0,45.78125,194375.0,0.04125,0.0240625
21,359375.0,37.03125,149375.0,0.01125,0.04656250000000001
22,109375.0,54.53125,59375.0,0.03125,0.0915625
23,78125.0,30.46875,115625.0,0.043750000000000004,0.0859375
24,328125.0,47.96875,25625.0,0.02375,0.0409375
25,453125.0,39.21875,70625.0,0.03375,0.018437500000000002
26,203125.0,56.71875,160625.0,0.01375,0.06343750000000001
27,140625.0,34.84375,48125.0,0.04875,0.029687500000000006
28,390625.0,52.34375,138125.0,0.028749999999999998,0.0746875
29,265625.0,26.09375,183125.0,0.03875,0.09718750000000001
30,15625.0,43.59375,93125.0,0.018750000000000003,0.052187500000000005
31,23437.5,34.296875,129687.5,0.033125,0.07328125
32,273437.5,51.796875,39687.5,0.013125000000000001,0.02828125
33,398437.5,25.546875,84687.5,0.043125000000000004,0.05078125000000001
34,148437.5,43.046875,174687.5,0.023125,0.09578125
35,210937.5,29.921875,62187.5,0.038125,0.039531250000000004
36,460937.5,47.421875,152187.5,0.018125000000000002,0.08453125
37,335937.5,38.671875,197187.5,0.048125,0.06203125000000001
38,85937.5,56.171875,107187.5,0.028124999999999997,0.01703125
39,117187.5,27.734375,163437.5,0.015625,0.022656250000000003
40,367187.5,45.234375,73437.5,0.035625000000000004,0.06765625
41,492187.5,36.484375,28437.5,0.025625000000000002,0.09015625000000001
42,242187.5,53.984375,118437.5,0.045625000000000006,0.04515625000000001
43,179687.5,40.859375,95937.5,0.010625,0.07890625
44,429687.5,58.359375,185937.5,0.030625,0.033906250000000006
45,304687.5,32.109375,140937.5,0.020625,0.01140625
46,54687.5,49.609375,50937.5,0.040625,0.056406250000000005
47,39062.5,33.203125,67812.5,0.049375,0.09859375000000001
48,289062.5,50.703125,157812.5,0.029375,0.05359375000000001
49,414062.5,41.953125,112812.5,0.039375,0.031093750000000003
50,164062.5,59.453125,22812.5,0.019375,0.07609375
51,226562.5,37.578125,180312.5,0.044375000000000005,0.01984375
52,476562.5,55.078125,90312.5,0.024375,0.06484375
53,351562.5,28.828125,45312.5,0.034375,0.08734375
54,101562.5,46.328125,135312.5,0.014375,0.042343750000000006
55,70312.5,39.765625,34062.5,0.021875,0.047968750000000004
56,320312.5,57.265625,124062.5,0.041875,0.09296875
57,445312.5,31.015625,169062.5,0.011875,0.07046875000000001
58,195312.5,48.515625,79062.5,0.031875,0.025468750000000002
59,132812.5,26.640625,146562.5,0.026875000000000003,0.05921875000000001
60,382812.5,44.140625,56562.5,0.046875,0.01421875
61,257812.5,35.390625,101562.5,0.016875,0.03671875
